start_state,oracle_target,valley_required,random_terminal,random_best_seen,random_steps,random_min_delta,random_downhill_steps,random_regret,greedy_terminal,greedy_best_seen,greedy_steps,greedy_min_delta,greedy_downhill_steps,greedy_regret,beam_terminal,beam_best_seen,beam_steps,beam_min_delta,beam_downhill_steps,beam_regret,lookahead_terminal,lookahead_best_seen,lookahead_steps,lookahead_min_delta,lookahead_downhill_steps,lookahead_regret,oracle_terminal,oracle_best_seen,oracle_steps,oracle_min_delta,oracle_downhill_steps,oracle_regret
670,2507,False,-0.0150743397372471,0.934551524163902,3,-0.9062117880278312,2,3.345323601725597,3.33024926198835,3.33024926198835,3,0.29856163605700514,0,0.0,3.33024926198835,3.33024926198835,3,0.29856163605700514,0,0.0,3.33024926198835,3.33024926198835,3,0.6241924204678131,0,0.0,3.33024926198835,3.33024926198835,3,0.6241924204678131,0,0.0
781,2507,False,-0.55985609020813,0.274389028048119,3,-0.7156548186919305,2,3.89010535219648,3.33024926198835,3.33024926198835,3,0.10557251934832523,0,0.0,3.33024926198835,3.33024926198835,3,0.10557251934832523,0,0.0,3.33024926198835,3.33024926198835,3,0.742509208248245,0,0.0,3.33024926198835,3.33024926198835,3,0.742509208248245,0,0.0
1051,174,False,0.358661929080312,0.358661929080312,3,0.28408178447036514,0,2.178119872267583,2.177050747191775,2.177050747191775,3,0.402598141834255,0,0.35973105415612006,2.536781801347895,2.536781801347895,3,0.28408178447036514,0,0.0,2.536781801347895,2.536781801347895,3,0.9889450062373626,0,0.0,2.536781801347895,2.536781801347895,3,0.9889450062373626,0,0.0
1244,174,False,-0.033489449431889695,0.183441004379852,3,-0.35749903107307,1,2.570271250779785,2.536781801347895,2.536781801347895,3,0.27844451504588497,0,0.0,2.536781801347895,2.536781801347895,3,0.27844451504588497,0,0.0,2.536781801347895,2.536781801347895,3,0.27844451504588497,0,0.0,2.536781801347895,2.536781801347895,3,0.27844451504588497,0,0.0
1592,174,False,0.266372161940045,0.266372161940045,3,-2.094497028237893,1,2.27040963940785,2.536781801347895,2.536781801347895,3,0.5360034292162665,0,0.0,2.536781801347895,2.536781801347895,3,0.5360034292162665,0,0.0,2.536781801347895,2.536781801347895,3,0.5360034292162665,0,0.0,2.536781801347895,2.536781801347895,3,0.5360034292162665,0,0.0
1616,2507,False,-1.6500865008941799,2.177050747191775,3,-2.852912556125156,2,4.98033576288253,3.33024926198835,3.33024926198835,2,1.1531985147965749,0,0.0,2.536781801347895,3.33024926198835,3,-0.7934674606404548,1,0.7934674606404548,2.536781801347895,3.33024926198835,3,-0.7934674606404548,1,0.7934674606404548,3.33024926198835,3.33024926198835,2,1.1531985147965749,0,0.0
2679,174,False,-0.10589839385563105,-0.10589839385563105,3,0.2269851301394501,0,2.642680195203526,2.536781801347895,2.536781801347895,3,1.574189265885543,0,0.0,2.536781801347895,2.536781801347895,3,1.574189265885543,0,0.0,2.536781801347895,2.536781801347895,3,0.659109899431435,0,0.0,2.536781801347895,2.536781801347895,3,0.659109899431435,0,0.0
3010,174,False,-2.325854649260835,1.0581064256943615,3,-3.2609992097190514,2,4.86263645060873,1.95134904159103,1.95134904159103,2,0.17389501734381752,0,0.5854327597568652,2.536781801347895,2.536781801347895,3,0.17389501734381752,0,0.0,2.536781801347895,2.536781801347895,3,0.17389501734381752,0,0.0,2.536781801347895,2.536781801347895,3,0.17389501734381752,0,0.0
3027,174,False,-0.3185144238307247,-0.3185144238307247,3,-1.1710009399511345,2,2.85529622517862,1.95134904159103,1.95134904159103,2,0.8932426158966684,0,0.5854327597568652,2.536781801347895,2.536781801347895,3,0.7121383400612151,0,0.0,2.536781801347895,2.536781801347895,3,0.7121383400612151,0,0.0,2.536781801347895,2.536781801347895,3,0.7121383400612151,0,0.0
3154,3094,False,0.0696146453541137,0.566917296162737,3,-0.4973026508086233,1,2.8472089573327564,2.91682360268687,2.91682360268687,2,1.3589675578846805,0,0.0,2.536781801347895,2.91682360268687,3,-0.380041801338975,1,0.380041801338975,2.536781801347895,2.91682360268687,3,-0.380041801338975,1,0.380041801338975,2.91682360268687,2.91682360268687,2,1.3589675578846805,0,0.0
