start_state,oracle_target,valley_required,random_terminal,random_best_seen,random_steps,random_min_delta,random_downhill_steps,random_regret,greedy_terminal,greedy_best_seen,greedy_steps,greedy_min_delta,greedy_downhill_steps,greedy_regret,beam_terminal,beam_best_seen,beam_steps,beam_min_delta,beam_downhill_steps,beam_regret,lookahead_terminal,lookahead_best_seen,lookahead_steps,lookahead_min_delta,lookahead_downhill_steps,lookahead_regret,oracle_terminal,oracle_best_seen,oracle_steps,oracle_min_delta,oracle_downhill_steps,oracle_regret
1,101,False,1.165309589,1.81087231,3,-0.6455627209999999,1,0.6455627209999999,1.81087231,1.81087231,2,0.0781478969999998,0,0.0,1.77230179,1.81087231,3,-0.03857051999999994,1,0.03857051999999994,1.77230179,1.81087231,3,-0.03857051999999994,1,0.03857051999999994,1.81087231,1.81087231,2,0.0781478969999998,0,0.0
3,101,True,1.688455211,1.81087231,3,-0.49890498699999997,2,0.12241709899999997,1.664214576,1.664214576,0,0.0,0,0.14665773399999993,1.77230179,1.81087231,3,-0.49890498699999997,2,0.03857051999999994,1.77230179,1.81087231,3,-0.49890498699999997,2,0.03857051999999994,1.81087231,1.81087231,2,-0.49890498699999997,1,0.0
8,58,False,1.229022583,1.229022583,1,0.06692301099999987,0,0.0,1.229022583,1.229022583,1,0.06692301099999987,0,0.0,1.229022583,1.229022583,1,0.06692301099999987,0,0.0,1.229022583,1.229022583,1,0.06692301099999987,0,0.0,1.229022583,1.229022583,1,0.06692301099999987,0,0.0
10,64,True,1.397830511,1.397830511,3,-0.15484872875,1,0.16289190099999984,1.377814536,1.377814536,1,0.06078189899999997,0,0.1829078759999998,1.5607224119999998,1.5607224119999998,3,-0.15484872875,1,0.0,1.5607224119999998,1.5607224119999998,3,-0.15484872875,1,0.0,1.5607224119999998,1.5607224119999998,3,-0.15484872875,1,0.0
23,23,False,0.992787564,1.667267101,1,-0.674479537,1,0.674479537,1.667267101,1.667267101,0,0.0,0,0.0,1.519705001,1.667267101,1,-0.14756210000000003,1,0.14756210000000003,1.519705001,1.667267101,1,-0.14756210000000003,1,0.14756210000000003,1.667267101,1.667267101,0,0.0,0,0.0
36,101,False,1.398864947,1.81087231,3,-0.3734368429999999,2,0.41200736299999985,1.81087231,1.81087231,1,0.12241709899999997,0,0.0,1.748802916,1.748802916,3,-0.059655202000000074,2,0.06206939399999989,1.81087231,1.81087231,3,-0.22620251700000016,2,0.0,1.81087231,1.81087231,3,-0.22620251700000016,2,0.0
38,101,True,1.750613591,1.750613591,3,-0.29854740599999996,1,0.060258718999999905,1.696924619,1.696924619,1,0.17151987200000018,0,0.1139476909999999,1.750613591,1.750613591,3,-0.29854740599999996,1,0.060258718999999905,1.81087231,1.81087231,3,-0.1983530659999999,2,0.0,1.81087231,1.81087231,3,-0.1983530659999999,2,0.0
41,101,True,1.246429638,1.630957699,3,-0.46564811000000006,1,0.564442672,1.630957699,1.630957699,1,0.07217327600000001,0,0.17991461099999984,1.81087231,1.81087231,3,-0.46564811000000006,1,0.0,1.81087231,1.81087231,3,-0.46564811000000006,1,0.0,1.81087231,1.81087231,3,-0.46564811000000006,1,0.0
43,43,False,1.183802665,1.506822593,1,-0.3230199280000001,1,0.3230199280000001,1.506822593,1.506822593,0,0.0,0,0.0,1.183802665,1.506822593,1,-0.3230199280000001,1,0.3230199280000001,1.183802665,1.506822593,1,-0.3230199280000001,1,0.3230199280000001,1.506822593,1.506822593,0,0.0,0,0.0
61,61,False,1.577989742,1.622197528,1,-0.04420778600000008,1,0.04420778600000008,1.622197528,1.622197528,0,0.0,0,0.0,1.577989742,1.622197528,1,-0.04420778600000008,1,0.04420778600000008,1.577989742,1.622197528,1,-0.04420778600000008,1,0.04420778600000008,1.622197528,1.622197528,0,0.0,0,0.0
63,64,False,1.4854649,1.4854649,3,0.047481106250000016,0,0.07525751199999986,1.2324764398333334,1.2324764398333334,1,0.056991738833333416,0,0.3282459721666664,1.4854649,1.4854649,3,0.047481106250000016,0,0.07525751199999986,1.5607224119999998,1.5607224119999998,2,0.047481106250000016,0,0.0,1.5607224119999998,1.5607224119999998,2,0.047481106250000016,0,0.0
64,64,False,1.4854649,1.5607224119999998,3,-0.3377566047499998,1,0.07525751199999986,1.5607224119999998,1.5607224119999998,0,0.0,0,0.0,1.4854649,1.5607224119999998,3,-0.3377566047499998,1,0.07525751199999986,1.4854649,1.5607224119999998,3,-0.3377566047499998,1,0.07525751199999986,1.5607224119999998,1.5607224119999998,0,0.0,0,0.0
65,64,True,1.2324764398333334,1.397830511,3,-0.17486470374999996,2,0.3282459721666664,1.4854649,1.4854649,1,0.08763438899999998,0,0.07525751199999986,1.317032637,1.397830511,3,-0.17486470374999996,2,0.24368977499999978,1.5607224119999998,1.5607224119999998,2,-0.17486470374999996,1,0.0,1.5607224119999998,1.5607224119999998,2,-0.17486470374999996,1,0.0
69,157,False,1.283787331,1.721160894,3,-0.28980968800000007,2,0.47192585799999986,1.755713189,1.755713189,1,0.0345522949999999,0,0.0,1.283787331,1.721160894,3,-0.28980968800000007,2,0.47192585799999986,1.755713189,1.755713189,1,0.0345522949999999,0,0.0,1.755713189,1.755713189,1,0.0345522949999999,0,0.0
71,68,True,1.5633394930000002,1.5735970190000002,3,-0.14538902499999984,2,0.010257525999999961,1.429176356,1.429176356,0,0.0,0,0.14442066300000023,1.5633394930000002,1.5735970190000002,3,-0.14538902499999984,2,0.010257525999999961,1.5633394930000002,1.5735970190000002,3,-0.14538902499999984,2,0.010257525999999961,1.5735970190000002,1.5735970190000002,2,-0.14538902499999984,1,0.0
100,101,False,1.77230179,1.81087231,3,-0.03857051999999994,1,0.03857051999999994,1.772131306,1.772131306,1,0.13008103699999984,0,0.03874100400000002,1.77230179,1.81087231,3,-0.03857051999999994,1,0.03857051999999994,1.77230179,1.81087231,3,-0.03857051999999994,1,0.03857051999999994,1.81087231,1.81087231,2,0.046404941999999894,0,0.0
106,1367,False,1.793019225,1.793019225,3,0.08369002400000003,0,0.0,1.772131306,1.772131306,1,0.3921132569999999,0,0.0208879190000002,1.793019225,1.793019225,3,0.08369002400000003,0,0.0,1.793019225,1.793019225,3,-0.1390557189999999,1,0.0,1.793019225,1.793019225,3,-0.1390557189999999,1,0.0
110,150,True,1.532258796,1.64110554,3,-0.1752096179999998,2,0.3013951669999999,1.64110554,1.64110554,0,0.0,0,0.19254842299999986,1.793019225,1.793019225,3,-0.1752096179999998,2,0.04063473799999984,1.532258796,1.833653963,3,-0.3013951669999999,2,0.3013951669999999,1.833653963,1.833653963,2,-0.1558213930000003,1,0.0
111,150,False,1.64110554,1.64110554,2,0.07930573799999974,0,0.19254842299999986,1.833653963,1.833653963,2,0.07930573799999974,0,0.0,1.793019225,1.793019225,3,-0.1752096179999998,1,0.04063473799999984,1.532258796,1.833653963,3,-0.3013951669999999,1,0.3013951669999999,1.833653963,1.833653963,2,0.07930573799999974,0,0.0
128,101,True,1.558784423,1.630957699,1,-0.07217327600000001,1,0.25208788699999984,1.630957699,1.630957699,0,0.0,0,0.17991461099999984,1.77230179,1.81087231,3,-0.46564811000000006,2,0.03857051999999994,1.77230179,1.81087231,3,-0.46564811000000006,2,0.03857051999999994,1.81087231,1.81087231,2,-0.46564811000000006,1,0.0
132,43,False,1.506822593,1.506822593,1,0.3230199280000001,0,0.0,1.506822593,1.506822593,1,0.3230199280000001,0,0.0,1.506822593,1.506822593,1,0.3230199280000001,0,0.0,1.506822593,1.506822593,1,0.3230199280000001,0,0.0,1.506822593,1.506822593,1,0.3230199280000001,0,0.0
138,150,False,1.361119341,1.7628303980000002,3,-0.2701695009999998,2,0.47253462199999996,1.7628303980000002,1.7628303980000002,1,0.32643639,0,0.07082356499999976,1.793019225,1.793019225,3,-0.1315415560000004,1,0.04063473799999984,1.4852841469999998,1.833653963,3,-0.34836981600000017,1,0.34836981600000017,1.833653963,1.833653963,2,0.09586478799999987,0,0.0
139,150,False,1.793019225,1.793019225,3,-0.22218426700000005,1,0.04063473799999984,1.793019225,1.793019225,3,0.03148759199999995,0,0.04063473799999984,1.793019225,1.793019225,3,0.03148759199999995,0,0.04063473799999984,1.4852841469999998,1.833653963,3,-0.34836981600000017,1,0.34836981600000017,1.833653963,1.833653963,2,0.18643337799999982,0,0.0
152,152,False,1.303575785,1.579752036,1,-0.2761762509999999,1,0.2761762509999999,1.579752036,1.579752036,0,0.0,0,0.0,1.303575785,1.579752036,1,-0.2761762509999999,1,0.2761762509999999,1.303575785,1.579752036,1,-0.2761762509999999,1,0.2761762509999999,1.579752036,1.579752036,0,0.0,0,0.0
161,434,False,1.357939206,1.357939206,1,0.15163978600000005,0,0.10786286599999984,1.357939206,1.357939206,1,0.15163978600000005,0,0.10786286599999984,1.4658020719999998,1.4658020719999998,3,0.015751758999999588,0,0.0,1.4658020719999998,1.4658020719999998,3,0.015751758999999588,0,0.0,1.4658020719999998,1.4658020719999998,3,0.015751758999999588,0,0.0
162,1004,False,1.357939206,1.4500503130000002,3,-0.14683407700000006,2,0.13727860400000003,1.49521781,1.49521781,2,0.015751758999999588,0,0.0,1.4658020719999998,1.4658020719999998,3,-0.09691681600000024,2,0.02941573800000019,1.49521781,1.49521781,2,0.015751758999999588,0,0.0,1.49521781,1.49521781,2,0.015751758999999588,0,0.0
234,236,False,1.48149574,1.567602378,3,-0.08610663799999996,1,0.08610663799999996,1.567602378,1.567602378,2,0.02607332699999998,0,0.0,1.48149574,1.567602378,3,-0.08610663799999996,1,0.08610663799999996,1.48149574,1.567602378,3,-0.08610663799999996,1,0.08610663799999996,1.567602378,1.567602378,2,0.02607332699999998,0,0.0
279,101,True,1.748802916,1.772131306,3,-0.442615695,1,0.06206939399999989,1.772131306,1.772131306,0,0.0,0,0.03874100400000002,1.81087231,1.81087231,3,-0.13008103699999984,1,0.0,1.81087231,1.81087231,3,-0.13008103699999984,1,0.0,1.81087231,1.81087231,3,-0.13008103699999984,1,0.0
280,279,True,1.2593214940000002,1.649725054,3,-0.2984442909999998,2,0.5128098119999998,1.649725054,1.649725054,0,0.0,0,0.122406252,1.748802916,1.748802916,3,-0.320209443,1,0.023328389999999866,1.642050269,1.772131306,3,-0.1729167920000001,2,0.13008103699999984,1.772131306,1.772131306,2,-0.1729167920000001,1,0.0
282,282,False,1.5754441869999998,1.750974591,3,-0.17816873600000016,2,0.1755304040000003,1.750974591,1.750974591,0,0.0,0,0.0,1.750613591,1.750974591,3,-0.17816873600000016,2,0.0003610000000000557,1.750613591,1.750974591,3,-0.17816873600000016,2,0.0003610000000000557,1.750974591,1.750974591,0,0.0,0,0.0
285,101,False,1.748379303,1.77230179,3,-0.3734368429999999,2,0.06249300699999982,1.81087231,1.81087231,1,0.03857051999999994,0,0.0,1.748802916,1.81087231,3,-0.395024558,1,0.06206939399999989,1.748802916,1.81087231,3,-0.395024558,1,0.06206939399999989,1.81087231,1.81087231,1,0.03857051999999994,0,0.0
286,150,True,1.572805855,1.572805855,3,-0.018725917999999897,1,0.260848108,1.750974591,1.750974591,2,0.10304528699999982,0,0.08267937199999986,1.833653963,1.833653963,3,-0.12393514999999988,1,0.0,1.833653963,1.833653963,3,-0.12393514999999988,1,0.0,1.833653963,1.833653963,3,-0.12393514999999988,1,0.0
290,290,False,1.708225638,3.0954282980000003,3,-1.7733308650000004,1,1.3872026600000003,3.0954282980000003,3.0954282980000003,0,0.0,0,0.0,1.708225638,3.0954282980000003,3,-1.7733308650000004,1,1.3872026600000003,1.708225638,3.0954282980000003,3,-1.7733308650000004,1,1.3872026600000003,3.0954282980000003,3.0954282980000003,0,0.0,0,0.0
307,1367,False,1.696924619,1.696924619,3,-0.01835916400000004,1,0.09609460600000008,1.793019225,1.793019225,2,0.04240563400000008,0,0.0,1.642050269,1.772131306,3,-0.13008103699999984,1,0.15096895600000004,1.750613591,1.793019225,3,-0.1390557189999999,2,0.04240563400000008,1.793019225,1.793019225,2,-0.1390557189999999,1,0.0
309,150,False,1.64110554,1.64110554,1,0.1558213930000003,0,0.19254842299999986,1.833653963,1.833653963,1,0.34836981600000017,0,0.0,1.833653963,1.833653963,3,-0.1752096179999998,1,0.0,1.6312888419999998,1.833653963,3,-0.3013951669999999,1,0.20236512100000015,1.833653963,1.833653963,1,0.34836981600000017,0,0.0
319,290,True,3.0954282980000003,3.0954282980000003,2,-0.3794821129999999,1,0.0,1.708225638,1.708225638,1,0.006646092000000214,0,1.3872026600000003,3.0954282980000003,3.0954282980000003,2,-0.3794821129999999,1,0.0,3.0954282980000003,3.0954282980000003,2,-0.3794821129999999,1,0.0,3.0954282980000003,3.0954282980000003,2,-0.3794821129999999,1,0.0
332,150,True,1.329515611,1.7628303980000002,3,-0.503508904,2,0.504138352,1.7628303980000002,1.7628303980000002,0,0.0,0,0.07082356499999976,1.750613591,1.793019225,3,-0.1315415560000004,2,0.08304037199999992,1.833653963,1.833653963,3,-0.32643639,1,0.0,1.833653963,1.833653963,3,-0.32643639,1,0.0
359,150,False,1.748379303,1.7628303980000002,3,-0.09586478799999987,2,0.08527465999999984,1.833653963,1.833653963,1,0.3013951669999999,0,0.0,1.750613591,1.793019225,3,-0.04240563400000008,1,0.08304037199999992,1.64110554,1.833653963,3,-0.34836981600000017,1,0.19254842299999986,1.833653963,1.833653963,1,0.3013951669999999,0,0.0
364,364,False,1.321162811,1.4803626019999998,1,-0.1591997909999998,1,0.1591997909999998,1.4803626019999998,1.4803626019999998,0,0.0,0,0.0,1.321162811,1.4803626019999998,1,-0.1591997909999998,1,0.1591997909999998,1.321162811,1.4803626019999998,1,-0.1591997909999998,1,0.1591997909999998,1.4803626019999998,1.4803626019999998,0,0.0,0,0.0
716,1367,True,1.522705121,1.572805855,3,-0.10304528699999982,2,0.2703141040000001,1.750974591,1.750974591,1,0.17816873600000016,0,0.042044634000000025,1.793019225,1.793019225,3,-0.06844620699999981,2,0.0,1.793019225,1.793019225,3,-0.12390171299999997,1,0.0,1.793019225,1.793019225,3,-0.12390171299999997,1,0.0
719,101,False,1.415847752,1.81087231,3,-0.395024558,1,0.395024558,1.81087231,1.81087231,2,0.03857051999999994,0,0.0,1.793019225,1.793019225,3,-0.0377456060000001,1,0.017853084999999824,1.688455211,1.81087231,3,-0.12241709899999997,1,0.12241709899999997,1.81087231,1.81087231,2,0.03857051999999994,0,0.0
741,741,False,1.294171565,1.694028419,1,-0.3998568539999998,1,0.3998568539999998,1.694028419,1.694028419,0,0.0,0,0.0,1.294171565,1.694028419,1,-0.3998568539999998,1,0.3998568539999998,1.294171565,1.694028419,1,-0.3998568539999998,1,0.3998568539999998,1.694028419,1.694028419,0,0.0,0,0.0
772,1367,False,1.361119341,1.7628303980000002,3,-0.2701695009999998,2,0.4318998840000001,1.793019225,1.793019225,1,0.533697731,0,0.0,1.7628303980000002,1.7628303980000002,3,0.01445109500000008,0,0.030188826999999918,1.793019225,1.793019225,3,0.04240563400000008,0,0.0,1.793019225,1.793019225,3,0.04240563400000008,0,0.0
773,1367,False,1.532258796,1.793019225,3,-0.4829446960000001,1,0.26076042900000007,1.793019225,1.793019225,1,0.04240563400000008,0,0.0,1.793019225,1.793019225,3,-0.08783715700000028,2,0.0,1.793019225,1.793019225,3,-0.35223637799999996,2,0.0,1.793019225,1.793019225,3,-0.35223637799999996,2,0.0
774,1367,False,1.398377213,1.793019225,3,-0.533697731,1,0.39464201200000004,1.793019225,1.793019225,1,0.15156341600000012,0,0.0,1.772131306,1.772131306,3,-0.17774773599999993,2,0.0208879190000002,1.793019225,1.793019225,3,-0.2984442909999998,2,0.0,1.793019225,1.793019225,3,-0.2984442909999998,2,0.0
826,150,True,1.564356634,1.6312888419999998,3,-0.22218426700000005,2,0.26929732900000003,1.793019225,1.793019225,1,0.1617303830000003,0,0.04063473799999984,1.793019225,1.793019225,3,0.03148759199999995,0,0.04063473799999984,1.4852841469999998,1.833653963,3,-0.34836981600000017,2,0.34836981600000017,1.833653963,1.833653963,2,-0.09903004599999976,1,0.0
1330,1367,True,1.329515611,1.557765785,3,-0.2911154829999998,2,0.4635036140000002,1.7628303980000002,1.7628303980000002,2,0.01445109500000008,0,0.030188826999999918,1.750613591,1.793019225,3,-0.05452654999999984,2,0.04240563400000008,1.750613591,1.793019225,3,-0.2911154829999998,2,0.04240563400000008,1.793019225,1.793019225,2,-0.2911154829999998,1,0.0
1334,150,True,1.6312888419999998,1.7628303980000002,3,-0.1315415560000004,1,0.20236512100000015,1.748802916,1.748802916,1,0.38768357500000006,0,0.0848510469999999,1.750613591,1.793019225,3,-0.04240563400000008,1,0.08304037199999992,1.833653963,1.833653963,3,-0.09903004599999976,1,0.0,1.833653963,1.833653963,3,-0.09903004599999976,1,0.0
1631,1367,False,1.415847752,1.748802916,3,-0.33295516400000014,2,0.3771714730000002,1.793019225,1.793019225,1,0.297108798,0,0.0,1.7628303980000002,1.7628303980000002,3,0.01445109500000008,0,0.030188826999999918,1.793019225,1.793019225,3,-0.2911154829999998,1,0.0,1.793019225,1.793019225,3,-0.2911154829999998,1,0.0
2194,2320,False,1.564749664,1.564749664,1,0.15424262599999983,0,0.0,1.564749664,1.564749664,1,0.15424262599999983,0,0.0,1.564749664,1.564749664,1,0.15424262599999983,0,0.0,1.564749664,1.564749664,1,0.15424262599999983,0,0.0,1.564749664,1.564749664,1,0.15424262599999983,0,0.0
